uf;geometria;municipio;processo;classe;execucao;projeto;ano;executor;st_area_sh;st_length_
RS;Sim;PORTO ALEGRE;Inundação;Baixa;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;2,34E+05;0.00770875338734
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;9,48E+04;0.00394443291827
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;5,41E+03;0.00107218338507
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;2,27E+05;0.0071069258025
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;2,56E+04;0.00643009381353
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;2,53E+04;0.00232938185399
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;1,69E+04;0.0017060781787
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;1,69E+04;0.00178803940855
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;8,42E+03;0.00116362830917
RS;Sim;PORTO ALEGRE;Inundação;Alta;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;3,00E+04;0.00291679095038
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;8,44E+03;0.00116463196785
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;8,43E+02;0.00116427163468
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;1,43E+05;0.00677977234084
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;1,18E+04;0.00160254793636
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;6,98E+04;0.0043626636012
RS;Sim;PORTO ALEGRE;Inundação;Baixa;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;1,93E+05;0.00860558175666
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;1,76E+05;0.00904146234877
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;8,44E+02;0.00116462873778
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;3,37E+05;0.00729694313456
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;1,21E+06;0.0214026284275
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;5,77E+02;0.00109888758019
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;8,21E+04;0.00465278906206
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;3,52E+04;0.00261300167045
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;1,41E+02;0.00236870927059
RS;Sim;PORTO ALEGRE;Inundação;Baixa;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;1,15E+03;0.00160250987437
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;3,80E+05;0.00869837813733
RS;Sim;PORTO ALEGRE;Inundação;Baixa;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;1,98E+04;0.00206068454183
RS;Sim;PORTO ALEGRE;Inundação;Baixa;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;9,78E+04;0.00416045343858
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;4,56E+04;0.00335462394295
RS;Sim;PORTO ALEGRE;Inundação;Alta;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;4,79E+02;0.000932936483966
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;2,24E+05;0.00732793978233
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;8,43E+02;0.00116436482186
RS;Sim;PORTO ALEGRE;Inundação;Baixa;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;5,78E+02;0.00110021202082
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;9,56E+04;0.0047010170439
RS;Sim;PORTO ALEGRE;Inundação;Baixa;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;4,50E+04;0.00316264840745
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;1,15E+04;0.00160140860821
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;1,92E+04;0.00239785591871
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;8,44E+01;0.0011650908728
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;1,68E+04;0.0017857929757
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;8,43E+02;0.00116437786882
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;2,10E+05;0.0103812768685
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;2,98E+04;0.0023632984122
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;5,77E+02;0.00109887447004
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;1,15E+04;0.00160220634884
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;1,18E+04;0.00156595368057
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;2,28E+05;0.00964650947656
RS;Sim;PORTO ALEGRE;Inundação;Baixa;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;8,43E+02;0.00116434552812
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;1,69E+04;0.00178702442571
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;5,77E+02;0.00109906194837
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;2,89E+04;0.00261004437375
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;5,77E+03;0.0010988397338
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;6,05E+04;0.00342863264938
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;8,44E+02;0.00116518148517
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;8,44E+03;0.00116488452909
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;2,53E+04;0.00241109271348
RS;Sim;PORTO ALEGRE;Inundação;Alta;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;4,10E+04;0.00305333910244
RS;Sim;PORTO ALEGRE;Inundação;Baixa;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;8,43E+03;0.00116441123257
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;2,24E+03;0.00203239603548
RS;Sim;PORTO ALEGRE;Inundação;Baixa;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;6,47E+04;0.0045903986025
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;3,33E+05;0.00906746948978
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;9,63E+04;0.00506967315801
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;6,97E+05;0.0106241245934
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;4,23E+05;0.0542417000655
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;8,44E+03;0.00116487827876
RS;Sim;PORTO ALEGRE;Inundação;Alta;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;8,44E+02;0.00116491227306
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;5,76E+01;0.00109875149981
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;5,77E+02;0.00109967696938
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;2,53E+04;0.00240979615135
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;3,40E+05;0.00720093485506
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;3,98E+04;0.00313690637215
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;8,43E+03;0.00116442487748
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;1,43E+05;0.00504582450548
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;5,13E+05;0.0122427187898
RS;Sim;PORTO ALEGRE;Inundação;Baixa;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;1,98E+04;0.00205804934792
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;8,05E+04;0.00411726756873
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;5,78E+02;0.00110026672856
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;5,39E+03;0.00111228898561
RS;Sim;PORTO ALEGRE;Inundação;Baixa;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;8,43E+03;0.00116447910703
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;1,18E+04;0.00156468714505
RS;Sim;PORTO ALEGRE;Inundação;Alta;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;1,15E+04;0.00169433348672
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;7,41E+04;0.00492138646939
RS;Sim;PORTO ALEGRE;Inundação;Baixa;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;1,69E+04;0.00178736869577
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;8,56E+04;0.00373570766172
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;8,05E+03;0.00399095104102
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;8,44E+02;0.00116466532912
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;9,32E+04;0.00436732427327
RS;Sim;PORTO ALEGRE;Inundação;Baixa;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;5,56E+04;0.00306266456016
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;1,69E+03;0.00170632047622
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;1,67E+04;0.00667487719922
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;1,24E+05;0.00535472110867
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;8,43E+02;0.0011639035088
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;2,26E+05;0.00899979969772
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;8,43E+02;0.00116400490304
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;3,01E+05;0.00736415628158
RS;Sim;PORTO ALEGRE;Inundação;Baixa;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;5,49E+03;0.00299744392825
RS;Sim;PORTO ALEGRE;Inundação;Baixa;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;4,39E+05;0.00836972961912
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;3,29E+04;0.00273970450391
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;8,26E+03;0.00521136409056
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;1,69E+03;0.0017873806429
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;5,78E+02;0.0011002321908
RS;Sim;PORTO ALEGRE;Inundação;Alta;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;2,47E+04;0.00329705874222
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;8,06E+05;0.0233977091316
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;2,99E+04;0.00243527229507
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;6,04E+04;0.00391748244044
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;7,95E+03;0.0134051510705
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;7,30E+04;0.00396139876636
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;9,24E+04;0.0041026231855
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;8,44E+02;0.001164786267
RS;Sim;PORTO ALEGRE;Inundação;Alta;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;3,07E+05;0.0127696445152
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;1,91E+03;0.00211123402658
RS;Sim;PORTO ALEGRE;Inundação;Baixa;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;8,43E+02;0.00116446701103
RS;Sim;PORTO ALEGRE;Inundação;Baixa;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;1,83E+05;0.00840200580052
RS;Sim;PORTO ALEGRE;Inundação;Baixa;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;5,78E+02;0.00110013574298
RS;Sim;PORTO ALEGRE;Inundação;Baixa;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;3,19E+05;0.00834444267031
RS;Sim;PORTO ALEGRE;Inundação;Baixa;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;8,44E+03;0.00116491127384
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;1,69E+02;0.00170615377997
RS;Sim;PORTO ALEGRE;Inundação;Baixa;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;1,05E+06;0.0221377735465
RS;Sim;PORTO ALEGRE;Inundação;Alta;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;5,78E+03;0.00109985425334
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;8,44E+03;0.00116522024861
RS;Sim;PORTO ALEGRE;Inundação;Baixa;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;8,43E+02;0.0011644151605
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;1,69E+04;0.00170630336913
RS;Sim;PORTO ALEGRE;Inundação;Baixa;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;8,43E+02;0.00116446603126
RS;Sim;PORTO ALEGRE;Inundação;Baixa;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;2,85E+03;0.00250828369105
RS;Sim;PORTO ALEGRE;Inundação;Baixa;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;5,13E+04;0.00332253983502
RS;Sim;PORTO ALEGRE;Inundação;Baixa;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;2,28E+06;0.0355127156999
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;2,53E+04;0.00241170066714
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;1,85E+05;0.0070238542316
RS;Sim;PORTO ALEGRE;Inundação;Baixa;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;2,24E+04;0.00203240700519
RS;Sim;PORTO ALEGRE;Inundação;Alta;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;0.00459602680378;121.940.281.564
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;8,43E+03;0.0011640516571
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;2,31E+04;0.00288446910398
RS;Sim;PORTO ALEGRE;Inundação;Baixa;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;8,44E+02;0.00116481202437
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;8,44E+02;0.00116483042058
RS;Sim;PORTO ALEGRE;Inundação;Média;CPRM (2014);Cartas de Suscetibilidade a Movimentos Gravitacionais de Massa e Inundações. Tema: Inundação.;2014;CPRM;6,87E+05;0.0131849682379
